Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency
20329,Search Marketing Strategists,"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices.",769379ef-6c29-42fa-9566-d6846b1f33e5,2025/4/6,Average,3,1,2,2,2,True,False,False,True,False,False,2,4,4,3,3,False,True,True,False,False,False,False,,
16186,Search Marketing Strategists,"Conduct market research analysis to identify search query trends, real-time search and news media activity, popular social media topics, electronic commerce trends, market opportunities, or competitor performance.",769379ef-6c29-42fa-9566-d6846b1f33e5,2025/4/6,Expert,2,3,2,2,4,False,False,False,False,False,False,1,2,3,3,4,False,False,True,False,True,False,False,FALSE,
20318,Search Marketing Strategists,Assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,769379ef-6c29-42fa-9566-d6846b1f33e5,2025/4/6,Average,2,1,2,2,3,False,False,False,False,False,False,2,4,3,2,3,False,False,False,False,False,False,False,FALSE,
17239,Radiologists,Review or transmit images and information using picture archiving or communications systems.,5d37118e-c4f2-4437-8dcf-00aa28b758db,2025/4/6,Expert,4,3,3,2,3,True,True,False,False,False,True,2,2,2,2,2,False,False,False,False,False,False,False,,FALSE
17242,Radiologists,Prepare comprehensive interpretive reports of findings.,5d37118e-c4f2-4437-8dcf-00aa28b758db,2025/4/6,Expert,4,4,4,4,2,True,True,False,False,False,True,4,4,4,4,4,True,True,True,False,False,False,False,,
17249,Radiologists,Develop or monitor procedures to ensure adequate quality control of images.,5d37118e-c4f2-4437-8dcf-00aa28b758db,2025/4/6,Expert,4,2,3,1,2,True,True,True,True,False,False,2,2,2,2,2,False,False,False,False,False,False,False,,FALSE
1250,Credit Analysts,Analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,bf9ff604-abd2-480c-be4e-6d84398673e2,2025/4/6,Expert,2,4,5,5,5,False,False,False,False,False,False,4,4,5,5,5,False,True,True,True,True,True,True,FALSE,
1259,Credit Analysts,"Analyze financial data, such as income growth, quality of management, and market share to determine expected profitability of loans.",bf9ff604-abd2-480c-be4e-6d84398673e2,2025/4/6,Expert,2,2,5,3,4,False,False,False,False,False,False,1,2,4,3,3,False,True,True,False,True,True,False,FALSE,
1257,Credit Analysts,"Compare liquidity, profitability, and credit histories of establishments being evaluated with those of similar establishments in the same industries and geographic locations.",bf9ff604-abd2-480c-be4e-6d84398673e2,2025/4/6,Expert,3,2,5,3,4,True,False,True,False,True,True,1,2,4,3,3,False,False,True,False,True,True,True,,
3967,Technical Writers,Maintain records and files of work and revisions.,161cdfdf-bb55-45c5-814a-b7d43b878374,2025/4/7,Expert,3,4,5,1,5,True,False,True,False,False,True,1,5,2,4,2,False,False,False,False,False,False,False,,FALSE
3968,Technical Writers,"Edit, standardize, or make changes to material prepared by other writers or establishment personnel.",161cdfdf-bb55-45c5-814a-b7d43b878374,2025/4/7,Expert,2,2,5,2,5,False,False,False,False,False,False,1,5,3,4,2,False,False,False,False,False,False,False,FALSE,FALSE
3971,Technical Writers,"Select photographs, drawings, sketches, diagrams, and charts to illustrate material.",161cdfdf-bb55-45c5-814a-b7d43b878374,2025/4/7,Expert,2,1,5,1,5,False,False,False,False,False,False,1,3,2,5,2,False,False,False,False,False,False,False,FALSE,FALSE
20243,Technical Writers,Develop or maintain online help documentation.,161cdfdf-bb55-45c5-814a-b7d43b878374,2025/4/7,Expert,2,2,5,2,5,False,False,False,False,False,False,1,5,2,5,1,False,False,False,False,False,False,False,FALSE,FALSE
3975,Technical Writers,"Arrange for typing, duplication, and distribution of material.",161cdfdf-bb55-45c5-814a-b7d43b878374,2025/4/7,Expert,2,1,5,1,4,False,False,False,False,False,False,1,5,3,5,2,False,False,False,False,False,False,False,FALSE,FALSE
3977,Technical Writers,Analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,161cdfdf-bb55-45c5-814a-b7d43b878374,2025/4/7,Expert,2,2,4,2,4,False,False,False,False,False,False,1,5,2,5,3,False,False,True,True,True,True,False,FALSE,
3966,Technical Writers,"Organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology.",64b2cfe7-f525-44af-a60b-0015b28524a0,2025/4/7,Expert,3,1,5,1,3,False,False,False,False,False,False,5,3,4,4,4,True,True,True,False,True,True,False,To much at risk to automate entirely. AI can be leveraged only to an extent,
3967,Technical Writers,Maintain records and files of work and revisions.,64b2cfe7-f525-44af-a60b-0015b28524a0,2025/4/7,Expert,3,1,3,3,2,True,False,False,False,False,False,2,2,2,2,2,False,False,False,False,False,False,False,,FALSE
3968,Technical Writers,"Edit, standardize, or make changes to material prepared by other writers or establishment personnel.",64b2cfe7-f525-44af-a60b-0015b28524a0,2025/4/7,Expert,2,1,4,1,2,False,False,False,False,False,False,1,3,4,4,4,False,True,False,True,True,False,False,FALSE,
300,Graphic Designers,"Determine size and arrangement of illustrative material and copy, and select style and size of type.",7061d000-c416-4aae-82e1-81a760140248,2025/4/8,Expert,4,4,4,2,2,False,False,False,False,False,True,2,3,3,3,3,True,False,False,False,True,True,True,,
15228,Graphic Designers,"Maintain archive of images, photos, or previous work products.",7061d000-c416-4aae-82e1-81a760140248,2025/4/8,Expert,4,4,4,2,4,True,False,False,False,False,True,3,3,3,3,3,False,False,False,True,False,False,True,,
299,Graphic Designers,"Create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic design concepts.",7061d000-c416-4aae-82e1-81a760140248,2025/4/8,Expert,4,4,4,3,1,False,False,False,False,False,True,3,4,3,4,3,False,False,False,False,False,False,True,,
18931,Fundraisers,Write and send letters of thanks to donors.,64430a70-696a-4c84-919b-2767c396f507,2025/4/8,Expert,4,1,1,1,3,True,False,False,False,False,False,1,3,1,2,3,False,False,False,True,False,False,False,,
19559,Training and Development Specialists,"Evaluate modes of training delivery, such as in-person or virtual, to optimize training effectiveness, training costs, or environmental impacts.",f347c133-0207-4188-b207-4b7ccaea8695,2025/4/9,Novice,3,2,2,2,4,True,True,False,False,False,False,3,3,4,3,4,True,True,False,False,False,False,False,,
98,Training and Development Specialists,"Monitor, evaluate, or record training activities or program effectiveness.",f347c133-0207-4188-b207-4b7ccaea8695,2025/4/9,Average,3,2,2,2,3,True,True,False,False,False,False,2,2,2,2,3,False,True,False,False,True,False,False,,
20474,Training and Development Specialists,"Design, plan, organize, or direct orientation and training programs for employees or customers.",f347c133-0207-4188-b207-4b7ccaea8695,2025/4/9,Average,3,2,3,3,3,True,False,True,True,False,False,3,3,3,3,4,True,False,False,False,True,False,False,,
18030,Regulatory Affairs Managers,"Maintain current knowledge of relevant regulations, including proposed and final rules.",7f07ca84-bc3d-4933-8eed-eb00b1befd6c,2025/4/10,Expert,3,2,5,3,5,False,False,True,False,False,False,3,3,4,2,2,False,False,False,False,False,False,False,,FALSE
18038,Regulatory Affairs Managers,Review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,7f07ca84-bc3d-4933-8eed-eb00b1befd6c,2025/4/10,Expert,3,2,5,3,4,False,False,True,False,False,False,4,5,3,2,3,True,True,False,False,True,False,False,,
18032,Regulatory Affairs Managers,Monitor emerging trends regarding industry regulations to determine potential impacts on organizational processes.,7f07ca84-bc3d-4933-8eed-eb00b1befd6c,2025/4/10,Expert,4,3,5,5,4,False,False,False,False,False,True,3,3,3,3,2,False,False,False,False,False,False,False,,FALSE
16135,Business Intelligence Analysts,"Maintain library of model documents, templates, or other reusable knowledge assets.",48625545-3c87-4217-ba6b-c1382122cf24,2025/4/29,Expert,2,1,3,2,2,False,False,False,False,False,False,2,2,3,4,3,False,True,True,False,True,True,True,FALSE,
16146,Business Intelligence Analysts,"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",48625545-3c87-4217-ba6b-c1382122cf24,2025/4/29,Expert,2,4,3,3,3,False,False,False,False,False,False,1,1,1,2,1,False,False,False,False,False,False,False,FALSE,FALSE
16136,Business Intelligence Analysts,"Identify or monitor current and potential customers, using business intelligence tools.",48625545-3c87-4217-ba6b-c1382122cf24,2025/4/29,Expert,2,2,3,3,4,False,False,False,False,False,False,3,3,2,3,3,True,False,True,True,True,True,False,FALSE,
7358,Tax Preparers,"Compute taxes owed or overpaid, using adding machines or personal computers, and complete entries on forms, following tax form instructions and tax tables.",92580343-4ef0-4046-ba79-e4c7ae1acfa7,2025/4/29,Expert,2,5,5,2,5,False,False,False,False,False,False,2,5,5,5,5,False,True,False,True,False,False,True,FALSE,
7359,Tax Preparers,Prepare or assist in preparing simple to complex tax returns for individuals or small businesses.,92580343-4ef0-4046-ba79-e4c7ae1acfa7,2025/4/29,Expert,2,5,5,2,5,False,False,False,False,False,False,2,2,5,5,5,False,True,True,True,True,False,True,FALSE,
7363,Tax Preparers,Furnish taxpayers with sufficient information and advice to ensure correct tax form completion.,92580343-4ef0-4046-ba79-e4c7ae1acfa7,2025/4/29,Expert,2,5,5,2,5,False,False,False,False,False,False,3,5,5,5,5,False,True,True,True,True,False,True,FALSE,
20363,Tax Preparers,Answer questions and provide future tax planning to clients.,92580343-4ef0-4046-ba79-e4c7ae1acfa7,2025/4/29,Expert,2,5,5,2,5,False,False,False,False,False,False,3,5,5,5,3,False,True,True,True,True,False,True,FALSE,
21165,Tax Preparers,Schedule appointments with clients.,92580343-4ef0-4046-ba79-e4c7ae1acfa7,2025/4/29,Expert,5,3,5,1,5,True,True,True,False,False,False,1,5,5,5,3,False,True,True,True,True,False,True,,
16284,Clinical Data Managers,"Process clinical data, including receipt, entry, verification, or filing of information.",aa9a4305-399b-467f-ad91-75854bc999fd,2025/4/30,Average,3,3,4,3,4,False,False,True,False,False,False,1,4,4,3,3,False,True,False,False,False,False,False,,
16270,Clinical Data Managers,Develop technical specifications for data management programming and communicate needs to information technology staff.,aa9a4305-399b-467f-ad91-75854bc999fd,2025/4/30,Novice,5,1,2,1,1,False,False,False,False,True,False,1,5,5,5,3,False,False,False,True,False,False,False,,
9754,Reservation and Transportation Ticket Agents and Travel Clerks,"Determine whether space is available on travel dates requested by customers, assigning requested spaces when available.",b06b87dc-7a04-4725-9233-4cbba29af98c,2025/5/1,Expert,1,5,5,1,4,False,False,False,False,False,False,3,5,4,5,5,True,True,True,True,True,True,True,FALSE,
9753,Reservation and Transportation Ticket Agents and Travel Clerks,"Assemble and issue required documentation, such as tickets, travel insurance policies, or itineraries.",b06b87dc-7a04-4725-9233-4cbba29af98c,2025/5/1,Expert,1,5,5,1,4,False,False,False,False,False,False,4,5,4,5,5,True,True,True,True,True,True,True,FALSE,
9756,Reservation and Transportation Ticket Agents and Travel Clerks,Maintain computerized inventories of available passenger space and provide information on space reserved or available.,b06b87dc-7a04-4725-9233-4cbba29af98c,2025/5/1,Expert,2,4,4,1,4,False,False,False,False,False,False,4,5,4,4,5,True,True,True,True,True,True,False,FALSE,
9755,Reservation and Transportation Ticket Agents and Travel Clerks,"Inform clients of essential travel information, such as travel times, transportation connections, or medical and visa requirements.",b06b87dc-7a04-4725-9233-4cbba29af98c,2025/5/1,Expert,1,4,5,1,4,False,False,False,False,False,False,4,5,4,4,5,True,True,True,True,True,True,False,FALSE,
9752,Reservation and Transportation Ticket Agents and Travel Clerks,"Answer inquiries regarding information, such as schedules, accommodations, procedures, or policies.",b06b87dc-7a04-4725-9233-4cbba29af98c,2025/5/1,Expert,1,4,4,1,4,False,False,False,False,False,False,4,5,4,4,5,True,True,True,True,True,True,True,FALSE,
9749,Reservation and Transportation Ticket Agents and Travel Clerks,"Plan routes, itineraries, and accommodation details, and compute fares and fees, using schedules, rate books, and computers.",b06b87dc-7a04-4725-9233-4cbba29af98c,2025/5/1,Expert,1,4,5,1,5,False,False,False,False,False,False,5,5,5,5,5,True,True,True,True,True,True,True,FALSE,
9751,Reservation and Transportation Ticket Agents and Travel Clerks,Prepare customer invoices and accept payment.,b06b87dc-7a04-4725-9233-4cbba29af98c,2025/5/1,Expert,1,4,5,2,4,False,False,False,False,False,False,3,3,2,3,3,False,False,False,False,True,False,False,FALSE,
9766,Reservation and Transportation Ticket Agents and Travel Clerks,"Provide customers with travel suggestions and information sources, such as guides, directories, brochures, or maps.",b06b87dc-7a04-4725-9233-4cbba29af98c,2025/5/1,Expert,1,4,4,1,4,False,False,False,False,False,False,5,5,5,5,5,True,True,True,True,False,True,True,FALSE,
21555,Appraisers and Assessors of Real Estate,Identify the ownership of each piece of taxable property.,4dbd281d-d6c5-4cfc-9557-73891024cee8,2025/4/10,Average,4,2,3,1,3,True,False,False,True,False,False,2,5,3,1,3,False,True,False,False,True,False,False,,
21552,Appraisers and Assessors of Real Estate,Collect and analyze relevant data to identify real estate market trends.,4dbd281d-d6c5-4cfc-9557-73891024cee8,2025/4/10,Average,2,1,2,3,1,False,False,False,False,False,False,4,4,5,3,3,True,False,True,False,False,True,False,FALSE,
21567,Appraisers and Assessors of Real Estate,Verify legal descriptions of properties by comparing them to county records.,4dbd281d-d6c5-4cfc-9557-73891024cee8,2025/4/10,Average,4,1,2,4,5,False,True,True,False,True,False,4,3,3,2,1,False,False,False,False,False,False,False,,FALSE
16140,Business Intelligence Analysts,Manage timely flow of business intelligence information to users.,48625545-3c87-4217-ba6b-c1382122cf24,2025/4/29,Expert,2,3,4,4,4,False,False,False,False,False,False,2,5,2,4,4,True,False,True,True,True,True,True,FALSE,
16143,Business Intelligence Analysts,"Disseminate information regarding tools, reports, or metadata enhancements.",48625545-3c87-4217-ba6b-c1382122cf24,2025/4/29,Expert,3,3,2,2,3,True,True,True,False,False,True,1,1,1,2,1,False,False,False,False,False,False,False,,FALSE
7362,Tax Preparers,"Review financial records, such as income statements and documentation of expenditures to determine forms needed to prepare tax returns.",92580343-4ef0-4046-ba79-e4c7ae1acfa7,2025/4/29,Expert,2,5,5,2,5,False,False,False,False,False,False,3,5,5,5,5,False,True,False,True,True,False,True,FALSE,
7364,Tax Preparers,Consult tax law handbooks or bulletins to determine procedures for preparation of atypical returns.,92580343-4ef0-4046-ba79-e4c7ae1acfa7,2025/4/29,Expert,2,3,5,2,5,False,False,False,False,False,False,3,5,5,5,5,False,True,True,True,True,False,True,FALSE,
7365,Tax Preparers,Calculate form preparation fees according to return complexity and processing time required.,92580343-4ef0-4046-ba79-e4c7ae1acfa7,2025/4/29,Expert,2,5,5,2,5,False,False,False,False,False,False,3,5,5,5,3,False,True,True,True,True,False,True,FALSE,
16280,Clinical Data Managers,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",aa9a4305-399b-467f-ad91-75854bc999fd,2025/4/30,Average,4,2,4,3,3,False,False,False,False,False,True,1,1,4,5,1,False,False,False,False,False,False,False,,FALSE
18156,"Energy Engineers, Except Wind and Solar",Monitor and analyze energy consumption.,f91287d6-8362-4f8d-bebc-db3ec123e3d4,2025/4/30,Average,2,3,2,1,4,False,False,False,False,False,False,3,3,2,3,4,False,True,True,True,False,False,False,FALSE,
9762,Reservation and Transportation Ticket Agents and Travel Clerks,"Trace lost, delayed, or misdirected baggage for customers.",1f7ed540-3060-4a97-b28b-e79f2561c522,2025/5/1,Average,1,1,1,1,4,False,False,False,False,False,False,5,3,4,2,5,True,True,False,False,True,False,False,FALSE,
9754,Reservation and Transportation Ticket Agents and Travel Clerks,"Determine whether space is available on travel dates requested by customers, assigning requested spaces when available.",1f7ed540-3060-4a97-b28b-e79f2561c522,2025/5/1,Expert,1,4,5,2,5,False,False,False,False,False,False,1,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
9756,Reservation and Transportation Ticket Agents and Travel Clerks,Maintain computerized inventories of available passenger space and provide information on space reserved or available.,1f7ed540-3060-4a97-b28b-e79f2561c522,2025/5/1,Average,4,1,3,4,1,True,False,True,True,False,True,1,1,2,2,2,False,False,False,False,False,False,False,,FALSE
9755,Reservation and Transportation Ticket Agents and Travel Clerks,"Inform clients of essential travel information, such as travel times, transportation connections, or medical and visa requirements.",1f7ed540-3060-4a97-b28b-e79f2561c522,2025/5/1,Average,4,1,2,4,2,True,True,False,True,False,False,1,3,2,2,2,False,False,False,False,False,False,False,,FALSE
9752,Reservation and Transportation Ticket Agents and Travel Clerks,"Answer inquiries regarding information, such as schedules, accommodations, procedures, or policies.",1f7ed540-3060-4a97-b28b-e79f2561c522,2025/5/1,Expert,2,1,3,4,3,False,False,False,False,False,False,1,3,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
9751,Reservation and Transportation Ticket Agents and Travel Clerks,Prepare customer invoices and accept payment.,1f7ed540-3060-4a97-b28b-e79f2561c522,2025/5/1,Expert,1,1,2,4,4,False,False,False,False,False,False,1,3,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
9766,Reservation and Transportation Ticket Agents and Travel Clerks,"Provide customers with travel suggestions and information sources, such as guides, directories, brochures, or maps.",1f7ed540-3060-4a97-b28b-e79f2561c522,2025/5/1,Expert,1,1,4,4,5,False,False,False,False,False,False,1,3,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
9767,Reservation and Transportation Ticket Agents and Travel Clerks,Contact customers or travel agents to advise them of travel conveyance changes or to confirm reservations.,1f7ed540-3060-4a97-b28b-e79f2561c522,2025/5/1,Expert,1,1,3,3,2,False,False,False,False,False,False,1,2,1,2,1,False,False,False,False,False,False,False,FALSE,FALSE
15600,Clinical Research Coordinators,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,4de8b025-51d0-48fc-a455-3c7f4ce28cd3,2025/5/3,Average,4,1,2,2,2,True,False,False,False,False,True,1,2,1,1,2,False,False,False,False,False,False,False,,FALSE
15598,Clinical Research Coordinators,Order drugs or devices necessary for study completion.,4de8b025-51d0-48fc-a455-3c7f4ce28cd3,2025/5/3,Average,4,1,2,3,2,True,True,True,False,False,True,1,1,2,2,1,False,False,False,False,False,False,False,,FALSE
3242,Advertising and Promotions Managers,Coordinate with the media to disseminate advertising.,88698d89-a26c-4914-8b0b-b6b480145372,2025/5/3,Expert,1,2,5,5,5,False,False,False,False,False,False,4,5,5,4,2,False,False,False,False,False,False,False,FALSE,FALSE
3243,Advertising and Promotions Managers,Contact organizations to explain services and facilities offered.,88698d89-a26c-4914-8b0b-b6b480145372,2025/5/3,Expert,1,4,5,5,5,False,False,False,False,False,False,1,5,4,5,2,False,False,False,False,False,False,False,FALSE,FALSE
1418,Mechanical Engineers,Provide feedback to design engineers on customer problems or needs.,9f2b02ce-8bf2-428d-a8f5-f408d5811e7a,2025/5/3,Novice,2,3,5,3,5,False,False,False,False,False,False,5,5,3,4,2,False,False,False,False,False,False,False,FALSE,FALSE
18912,Fundraisers,Develop strategies to encourage new or increased contributions.,3a7acd78-75b0-4906-bf0a-1add96ec6d87,2025/4/10,Expert,2,3,5,4,5,False,False,False,False,False,False,2,3,3,3,4,False,True,True,True,False,True,False,FALSE,
18911,Fundraisers,"Develop or implement fundraising activities, such as annual giving campaigns or direct mail programs.",3a7acd78-75b0-4906-bf0a-1add96ec6d87,2025/4/10,Expert,5,1,2,1,2,True,True,False,False,False,True,3,1,1,1,2,False,False,False,False,False,False,False,,FALSE
18908,Fundraisers,"Design or produce materials such as posters, Web sites, or newsletters to promote, market, or advertise fundraising events.",3a7acd78-75b0-4906-bf0a-1add96ec6d87,2025/4/10,Expert,3,2,3,1,3,True,False,False,False,False,False,1,1,1,2,2,False,False,False,False,False,False,False,,FALSE
16199,Video Game Designers,Balance and adjust gameplay experiences to ensure the critical and commercial success of the product.,b6239c04-1088-46d4-9804-41073b7c5ed1,2025/4/10,Average,3,1,2,1,2,True,False,True,False,True,False,1,3,3,4,3,False,True,True,True,True,False,False,,
16208,Video Game Designers,"Devise missions, challenges, or puzzles to be encountered in game play.",b6239c04-1088-46d4-9804-41073b7c5ed1,2025/4/10,Expert,2,3,4,4,4,False,False,False,False,False,False,1,1,1,2,2,False,False,False,False,False,False,False,FALSE,FALSE
16211,Video Game Designers,Create gameplay prototypes for presentation to creative and technical staff and management.,b6239c04-1088-46d4-9804-41073b7c5ed1,2025/4/10,Novice,4,1,1,1,2,True,False,False,False,False,False,3,5,1,2,2,False,False,False,False,False,False,False,,FALSE
16200,Video Game Designers,Write or supervise the writing of game text and dialogue.,b6239c04-1088-46d4-9804-41073b7c5ed1,2025/4/10,Average,3,2,2,2,2,True,True,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,,FALSE
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,6a92d9b2-af20-48d7-ab1f-98cc427bef09,2025/4/10,Novice,4,4,4,2,2,True,True,True,False,False,False,3,4,3,4,4,False,False,False,True,True,True,False,,
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,6a92d9b2-af20-48d7-ab1f-98cc427bef09,2025/4/10,Expert,4,3,4,3,3,True,False,True,False,False,False,5,3,4,5,3,True,False,True,False,False,True,False,,
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,6a92d9b2-af20-48d7-ab1f-98cc427bef09,2025/4/10,Novice,3,1,1,2,2,True,False,True,False,True,False,2,3,3,2,3,False,False,True,False,True,True,False,,
21457,Compliance Officers,Prepare correspondence to inform concerned parties of licensing decisions or appeals processes.,6f654cff-577e-475f-acff-682038a9e3da,2025/4/10,Novice,3,1,1,3,1,True,True,True,False,False,False,1,3,2,2,3,False,True,True,True,True,True,True,,
21447,Compliance Officers,"Evaluate applications, records, or documents to gather information about eligibility or liability issues.",6f654cff-577e-475f-acff-682038a9e3da,2025/4/10,Novice,4,1,1,3,1,True,True,True,False,False,False,1,3,3,3,3,False,True,True,True,True,True,True,,
21449,Compliance Officers,"Prepare reports of activities, evaluations, recommendations, or decisions.",6f654cff-577e-475f-acff-682038a9e3da,2025/4/10,Novice,4,1,1,3,1,True,False,True,False,False,False,1,2,2,2,2,False,False,False,False,False,False,False,,FALSE
7373,Mathematicians,"Address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",56ef8be5-e12e-4c6b-9cfa-f9fb6ed6c5aa,2025/4/10,Average,2,2,3,4,3,False,False,False,False,False,False,1,1,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
7368,Mathematicians,Develop computational methods for solving problems that occur in areas of science and engineering or that come from applications in business or industry.,56ef8be5-e12e-4c6b-9cfa-f9fb6ed6c5aa,2025/4/10,Average,1,4,5,5,4,False,False,False,False,False,False,1,2,1,5,3,False,True,False,False,True,False,False,FALSE,
7371,Mathematicians,Develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,56ef8be5-e12e-4c6b-9cfa-f9fb6ed6c5aa,2025/4/10,Average,3,1,2,1,2,True,True,False,False,False,False,1,1,4,4,4,False,True,True,False,True,False,False,,
12963,Social Science Research Assistants,Design and create special programs for tasks such as statistical analysis and data entry and cleaning.,9139a629-2356-42de-913f-bd56d3bc0b03,2025/4/10,Average,4,2,3,3,1,True,False,True,True,True,True,2,5,5,4,2,False,False,False,False,False,False,False,,FALSE
12968,Social Science Research Assistants,Recruit and schedule research participants.,9139a629-2356-42de-913f-bd56d3bc0b03,2025/4/10,Expert,3,4,3,3,4,True,False,True,False,False,True,4,5,4,3,4,True,True,False,True,True,True,True,,
23951,Public Relations Specialists,Post and update content on the company's Web site and social media outlets.,7bbe0cad-8b8b-49d6-b533-77fb14d42b8e,2025/4/10,Expert,3,3,3,2,3,True,True,False,True,False,False,1,2,2,3,3,False,True,True,False,True,False,False,,
20554,Public Relations Specialists,Write press releases or other media communications to promote clients.,7bbe0cad-8b8b-49d6-b533-77fb14d42b8e,2025/4/10,Average,3,1,4,4,3,True,False,False,True,False,True,3,2,3,2,3,False,True,True,True,True,True,True,,
20557,Public Relations Specialists,"Prepare or edit organizational publications, such as employee newsletters or stockholders' reports, for internal or external audiences.",7bbe0cad-8b8b-49d6-b533-77fb14d42b8e,2025/4/10,Average,4,1,4,3,2,False,False,False,True,True,False,3,4,5,4,4,False,True,True,True,True,True,True,,
1250,Credit Analysts,Analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,9a610f83-f7bc-4fd4-8082-1c581f961cf8,2025/4/11,Average,2,3,4,4,4,False,False,False,False,False,False,1,2,2,3,3,False,False,False,False,False,True,False,FALSE,"There are often specific reasons for a company’s financial performance in certain areas, a company may have had a bad quarter on paper but they were changing a product offering or had a data breach. Interpersonal communication helps derive a better understanding of why this might have happened rather than automatically assuming the company did poorly. "
1254,Credit Analysts,"Complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",9a610f83-f7bc-4fd4-8082-1c581f961cf8,2025/4/11,Average,2,2,4,4,4,False,False,False,False,False,False,1,3,3,3,3,False,False,False,True,False,False,False,FALSE,
1255,Credit Analysts,"Generate financial ratios, using computer programs, to evaluate customers' financial status.",9a610f83-f7bc-4fd4-8082-1c581f961cf8,2025/4/11,Novice,3,2,3,4,3,False,True,False,False,False,False,1,2,2,2,2,False,False,False,False,False,False,False,,FALSE
1251,Credit Analysts,Prepare reports that include the degree of risk involved in extending credit or lending money.,9a610f83-f7bc-4fd4-8082-1c581f961cf8,2025/4/11,Average,2,3,3,3,4,False,False,False,False,False,False,1,2,3,3,3,False,False,True,False,False,False,False,FALSE,
1259,Credit Analysts,"Analyze financial data, such as income growth, quality of management, and market share to determine expected profitability of loans.",9a610f83-f7bc-4fd4-8082-1c581f961cf8,2025/4/11,Average,2,3,3,4,4,False,False,False,False,False,False,1,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
1257,Credit Analysts,"Compare liquidity, profitability, and credit histories of establishments being evaluated with those of similar establishments in the same industries and geographic locations.",9a610f83-f7bc-4fd4-8082-1c581f961cf8,2025/4/11,Novice,2,1,2,2,3,False,False,False,False,False,False,1,2,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
23951,Public Relations Specialists,Post and update content on the company's Web site and social media outlets.,cbb5a42c-7bf9-4942-9a56-90e3342b5347,2025/4/11,Average,4,2,2,3,3,True,True,True,True,True,True,3,3,3,3,3,False,False,False,True,False,False,False,,
1259,Credit Analysts,"Analyze financial data, such as income growth, quality of management, and market share to determine expected profitability of loans.",e63595a8-bbe7-40ec-a09d-134c4c0efa92,2025/4/11,Average,2,4,4,1,4,False,False,False,False,False,False,3,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
1257,Credit Analysts,"Compare liquidity, profitability, and credit histories of establishments being evaluated with those of similar establishments in the same industries and geographic locations.",e63595a8-bbe7-40ec-a09d-134c4c0efa92,2025/4/11,Average,3,2,2,1,2,True,False,False,False,False,False,3,1,2,2,2,False,False,False,False,False,False,False,,FALSE
1255,Credit Analysts,"Generate financial ratios, using computer programs, to evaluate customers' financial status.",e63595a8-bbe7-40ec-a09d-134c4c0efa92,2025/4/11,Average,3,2,2,2,2,True,False,False,False,False,False,3,2,3,2,2,False,False,False,False,False,False,False,,FALSE
18907,Fundraisers,Create or update donor databases.,fc584842-8981-4ffa-9df1-1ac2b8df417f,2025/4/11,Average,4,1,1,3,1,True,True,True,False,False,True,1,2,2,2,2,False,False,False,False,False,False,False,,FALSE
