O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID)
29-2033.00,Nuclear Medicine Technologists,4148,"Calculate, measure, and record radiation dosage or radiopharmaceuticals received, used, and disposed, using computer and following physician's prescription.",Core,07/2013,7.0,7.0,4.77,98.61,99690.0,16960.0,"['Analyzing Data or Information', 'Documenting/Recording Information']","['4.A.2.a.4', '4.A.3.b.6']"
29-2033.00,Nuclear Medicine Technologists,4155,Record and process results of procedures.,Core,07/2013,7.0,7.0,4.76,97.71,99690.0,16960.0,"['Documenting/Recording Information', 'Performing Administrative Activities']","['4.A.3.b.6', '4.A.4.c.1']"
29-2033.00,Nuclear Medicine Technologists,4152,Produce a computer-generated or film image for interpretation by a physician.,Core,07/2013,7.0,7.0,4.76,100.0,99690.0,16960.0,['Controlling Machines and Processes'],['4.A.3.a.3']
29-2034.00,Radiologic Technologists and Technicians,22802,"Review and evaluate developed x-rays, video tape, or computer-generated information to determine if images are satisfactory for diagnostic purposes.",Core,08/2022,7.0,7.0,4.89,94.34,79760.0,223460.0,['Processing Information'],['4.A.2.a.2']
29-2034.00,Radiologic Technologists and Technicians,22805,Process exposed radiographs using film processors or computer generated methods.,Core,08/2022,7.0,7.0,4.77,85.64,79760.0,223460.0,['Controlling Machines and Processes'],['4.A.3.a.3']
29-2034.00,Radiologic Technologists and Technicians,22814,Operate digital picture archiving communications systems.,Core,08/2022,7.0,7.0,4.67,95.91,79760.0,223460.0,['Documenting/Recording Information'],['4.A.3.b.6']
29-2034.00,Radiologic Technologists and Technicians,22819,"Record, process, and maintain patient data or treatment records and prepare reports.",Core,08/2022,7.0,7.0,4.58,94.46,79760.0,223460.0,['Documenting/Recording Information'],['4.A.3.b.6']
29-2034.00,Radiologic Technologists and Technicians,22810,"Key commands and data into computer to document and specify scan sequences, adjust transmitters and receivers, or photograph certain images.",Core,08/2022,7.0,7.0,4.48,91.42,79760.0,223460.0,['Working with Computers'],['4.A.3.b.1']
29-2034.00,Radiologic Technologists and Technicians,22823,Maintain a current file of examination protocols.,Core,08/2022,7.0,7.0,4.24,94.92,79760.0,223460.0,['Documenting/Recording Information'],['4.A.3.b.6']
29-2034.00,Radiologic Technologists and Technicians,22824,"Perform general administrative tasks, such as answering phones, scheduling patient appointments, or pulling and filing films.",Core,08/2022,7.0,7.0,4.18,97.92,79760.0,223460.0,"['Scheduling Work and Activities', 'Performing Administrative Activities']","['4.A.2.b.5', '4.A.4.c.1']"
29-2035.00,Magnetic Resonance Imaging Technologists,19220,Create backup copies of images by transferring images from disk to storage media or workstation.,Core,08/2023,7.0,7.0,4.52,100.0,91020.0,41530.0,[],[]
29-2035.00,Magnetic Resonance Imaging Technologists,19238,Write reports or notes to summarize testing procedures or outcomes for physicians or other medical professionals.,Core,08/2023,7.0,7.0,4.41,78.26,91020.0,41530.0,['Documenting/Recording Information'],['4.A.3.b.6']
29-2035.00,Magnetic Resonance Imaging Technologists,19235,Schedule appointments for research subjects or clinical patients.,Supplemental,08/2023,5.0,5.0,3.25,60.87,91020.0,41530.0,['Scheduling Work and Activities'],['4.A.2.b.5']
29-2099.01,Neurodiagnostic Technologists,17424,"Summarize technical data to assist physicians to diagnose brain, sleep, or nervous system disorders.",Core,08/2022,6.0,6.0,4.71,100.0,,,['Documenting/Recording Information'],['4.A.3.b.6']
29-2099.01,Neurodiagnostic Technologists,17435,Submit reports to physicians summarizing test results.,Core,08/2022,6.0,6.0,4.6,96.77,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
31-9094.00,Medical Transcriptionists,9416,"Return dictated reports in printed or electronic form for physician's review, signature, and corrections and for inclusion in patients' medical records.",Core,08/2021,7.0,7.0,4.88,95.4,39210.0,43070.0,['Documenting/Recording Information'],['4.A.3.b.6']
31-9094.00,Medical Transcriptionists,9421,"Produce medical reports, correspondence, records, patient-care information, statistics, medical research, and administrative material.",Core,08/2021,7.0,7.0,4.76,90.17,39210.0,43070.0,['Documenting/Recording Information'],['4.A.3.b.6']
31-9094.00,Medical Transcriptionists,9414,"Review and edit transcribed reports or dictated material for spelling, grammar, clarity, consistency, and proper medical terminology.",Core,08/2021,5.0,5.0,4.73,86.68,39210.0,43070.0,['Documenting/Recording Information'],['4.A.3.b.6']
31-9094.00,Medical Transcriptionists,9413,"Transcribe dictation for a variety of medical reports, such as patient histories, physical examinations, emergency room visits, operations, chart reviews, consultation, or discharge summaries.",Core,08/2021,7.0,7.0,4.65,93.65,39210.0,43070.0,['Documenting/Recording Information'],['4.A.3.b.6']
31-9094.00,Medical Transcriptionists,9415,"Distinguish between homonyms and recognize inconsistencies and mistakes in medical terms, referring to dictionaries, drug references, and other sources on anatomy, physiology, and medicine.",Core,08/2021,5.0,5.0,4.62,83.18,39210.0,43070.0,['Documenting/Recording Information'],['4.A.3.b.6']
31-9094.00,Medical Transcriptionists,9423,"Set up and maintain medical files and databases, including records such as x-ray, lab, and procedure reports, medical histories, diagnostic workups, admission and discharge summaries, and clinical resumes.",Core,08/2021,7.0,7.0,4.62,75.76,39210.0,43070.0,['Documenting/Recording Information'],['4.A.3.b.6']
31-9094.00,Medical Transcriptionists,9417,Translate medical jargon and abbreviations into their expanded forms to ensure the accuracy of patient and health care facility records.,Core,08/2021,7.0,7.0,4.61,98.2,39210.0,43070.0,['Documenting/Recording Information'],['4.A.3.b.6']
31-9094.00,Medical Transcriptionists,9420,"Perform data entry and data retrieval services, providing data for inclusion in medical records and for transmission to physicians.",Core,08/2021,7.0,7.0,4.54,91.14,39210.0,43070.0,"['Documenting/Recording Information', 'Performing Administrative Activities']","['4.A.3.b.6', '4.A.4.c.1']"
33-3021.02,Police Identification and Records Officers,18708,Maintain records of evidence and write and review reports.,Core,08/2018,3.0,3.0,4.87,93.47,,,['Documenting/Recording Information'],['4.A.3.b.6']
33-3021.06,Intelligence Analysts,17555,Validate known intelligence with data from other sources.,Core,08/2024,5.0,5.0,4.5,95.65,,,['Getting Information'],['4.A.1.a.1']
33-3021.06,Intelligence Analysts,17549,"Gather, analyze, correlate, or evaluate information from a variety of resources, such as law enforcement databases.",Core,08/2024,5.0,5.0,4.48,100.0,,,['Getting Information'],['4.A.1.a.1']
33-3021.06,Intelligence Analysts,17546,"Evaluate records of communications, such as telephone calls, to plot activity and determine the size and location of criminal groups and members.",Core,08/2024,5.0,5.0,4.45,95.65,,,['Getting Information'],['4.A.1.a.1']
33-3021.06,Intelligence Analysts,21199,Analyze intelligence data to identify patterns and trends in criminal activity.,Core,08/2024,5.0,5.0,4.35,86.96,,,['Getting Information'],['4.A.1.a.1']
33-3021.06,Intelligence Analysts,17552,"Prepare comprehensive written reports, presentations, maps, or charts, based on research, collection, and analysis of intelligence data.",Core,08/2024,3.0,3.0,4.26,100.0,,,['Documenting/Recording Information'],['4.A.3.b.6']
33-3021.06,Intelligence Analysts,17550,Link or chart suspects to criminal organizations or events to determine activities and interrelationships.,Core,08/2024,5.0,5.0,4.19,91.3,,,['Getting Information'],['4.A.1.a.1']
33-3021.06,Intelligence Analysts,17544,"Design, use, or maintain databases and software applications, such as geographic information systems (GIS) mapping and artificial intelligence tools.",Core,08/2024,5.0,5.0,4.05,91.3,,,['Getting Information'],['4.A.1.a.1']
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,4409,Monitor establishment activities to ensure adherence to all state gaming regulations and company policies and procedures.,Core,08/2019,7.0,7.0,4.8,98.83,46710.0,10000.0,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,4407,"Observe casino or casino hotel operations for irregular activities, such as cheating or theft by employees or patrons, using audio and video equipment and one-way mirrors.",Core,08/2019,7.0,7.0,4.79,96.87,46710.0,10000.0,"['Getting Information', 'Controlling Machines and Processes']","['4.A.1.a.1', '4.A.3.a.3']"
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,21145,Develop and maintain log of surveillance observations.,Core,08/2019,7.0,7.0,4.71,99.21,46710.0,10000.0,"['Processing Information', 'Documenting/Recording Information']","['4.A.2.a.2', '4.A.3.b.6']"
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,21147,Review video surveillance footage.,Core,08/2019,7.0,7.0,4.6,98.04,46710.0,10000.0,"['Getting Information', 'Controlling Machines and Processes']","['4.A.1.a.1', '4.A.3.a.3']"
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23192,Make bids or offers to buy or sell securities.,Core,08/2022,7.0,7.0,4.8,78.58,110400.0,472300.0,['Resolving Conflicts and Negotiating with Others'],['4.A.4.a.7']
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23193,Monitor markets or positions.,Core,08/2022,7.0,7.0,4.75,100.0,110400.0,472300.0,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23195,Keep accurate records of transactions.,Core,08/2022,5.0,5.0,4.6,90.77,110400.0,472300.0,['Documenting/Recording Information'],['4.A.3.b.6']
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23196,"Buy or sell stocks, bonds, commodity futures, foreign currencies, or other securities on behalf of investment dealers.",Core,08/2022,7.0,7.0,4.54,70.95,110400.0,472300.0,['Selling or Influencing Others'],['4.A.4.a.6']
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23197,Complete sales order tickets and submit for processing of client-requested transactions.,Core,08/2022,5.0,5.0,4.47,76.17,110400.0,472300.0,"['Documenting/Recording Information', 'Performing Administrative Activities']","['4.A.3.b.6', '4.A.4.c.1']"
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23198,Report all positions or trading results.,Core,08/2022,5.0,5.0,4.46,92.47,110400.0,472300.0,['Documenting/Recording Information'],['4.A.3.b.6']
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23205,Review all securities transactions to ensure accuracy of information and conformance to governing agency regulations.,Core,08/2022,5.0,5.0,4.27,69.97,110400.0,472300.0,['Processing Information'],['4.A.2.a.2']
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23207,"Devise trading, option, or hedge strategies.",Core,08/2022,7.0,7.0,4.23,80.92,110400.0,472300.0,"['Identifying Objects, Actions, and Events']",['4.A.1.b.1']
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23208,"Track and analyze factors that affect price movement, such as trade policies, weather conditions, political developments, or supply and demand changes.",Core,08/2022,5.0,5.0,4.14,85.8,110400.0,472300.0,"['Monitoring Processes, Materials, or Surroundings', 'Analyzing Data or Information']","['4.A.1.a.2', '4.A.2.a.4']"
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23209,"Inform other traders, managers, or customers of market conditions, including volume, price, competition, or dynamics.",Core,08/2022,7.0,7.0,4.06,85.38,110400.0,472300.0,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23213,Calculate costs for billings or commissions.,Core,08/2022,5.0,5.0,3.84,76.29,110400.0,472300.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23214,Prepare financial reports to monitor client or corporate finances.,Core,08/2022,4.0,4.0,3.82,81.15,110400.0,472300.0,['Documenting/Recording Information'],['4.A.3.b.6']
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23215,"Supply the latest price quotes on any security, as well as information on the activities or financial positions of the corporations issuing these securities.",Core,08/2022,6.0,6.0,3.76,72.26,110400.0,472300.0,"['Making Decisions and Solving Problems', 'Interpreting the Meaning of Information for Others']","['4.A.2.b.1', '4.A.4.a.1']"
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23217,Relay buy or sell orders to securities exchanges or to firm trading departments.,Supplemental,08/2022,5.0,5.0,3.99,66.03,110400.0,472300.0,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",23211,Evaluate costs and revenue of agreements to determine continued profitability.,Supplemental,08/2022,5.0,5.0,3.65,65.41,110400.0,472300.0,['Analyzing Data or Information'],['4.A.2.a.4']
41-3041.00,Travel Agents,737,Collect payment for transportation and accommodations from customer.,Core,07/2016,6.0,6.0,4.6,99.41,52690.0,59150.0,['Performing Administrative Activities'],['4.A.4.c.1']
41-3041.00,Travel Agents,741,"Plan, describe, arrange, and sell itinerary tour packages and promotional travel incentives offered by various travel carriers.",Core,07/2016,6.0,6.0,4.57,95.09,52690.0,59150.0,['Selling or Influencing Others'],['4.A.4.a.6']
41-3041.00,Travel Agents,738,"Converse with customer to determine destination, mode of transportation, travel dates, financial considerations, and accommodations required.",Core,07/2016,5.0,5.0,4.57,95.53,52690.0,59150.0,['Getting Information'],['4.A.1.a.1']
41-3041.00,Travel Agents,739,"Compute cost of travel and accommodations, using calculator, computer, carrier tariff books, and hotel rate books, or quote package tour's costs.",Core,07/2016,5.0,5.0,4.57,99.56,52690.0,59150.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
41-3041.00,Travel Agents,20900,"Record and maintain information on clients, vendors, and travel packages.",Core,07/2016,5.0,5.0,4.49,99.85,52690.0,59150.0,['Documenting/Recording Information'],['4.A.3.b.6']
41-3041.00,Travel Agents,740,"Book transportation and hotel reservations, using computer or telephone.",Core,07/2016,5.0,5.0,4.42,94.22,52690.0,59150.0,['Documenting/Recording Information'],['4.A.3.b.6']
41-3041.00,Travel Agents,743,"Print or request transportation carrier tickets, using computer printer system or system link to travel carrier.",Core,07/2016,6.0,6.0,4.3,96.68,52690.0,59150.0,['Getting Information'],['4.A.1.a.1']
41-3041.00,Travel Agents,742,"Provide customer with brochures and publications containing travel information, such as local customs, points of interest, or foreign country regulations.",Core,07/2016,6.0,6.0,4.04,93.04,52690.0,59150.0,['Selling or Influencing Others'],['4.A.4.a.6']
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",20608,Prepare and submit sales contracts for orders.,Core,07/2014,5.0,5.0,4.24,74.63,114520.0,293930.0,"['Documenting/Recording Information', 'Performing Administrative Activities']","['4.A.3.b.6', '4.A.4.c.1']"
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",11241,"Maintain customer records, using automated systems.",Core,07/2014,5.0,5.0,4.2,78.56,114520.0,293930.0,['Documenting/Recording Information'],['4.A.3.b.6']
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",11237,"Answer customers' questions about products, prices, availability, or credit terms.",Core,07/2014,5.0,5.0,4.15,95.01,114520.0,293930.0,['Performing for or Working Directly with the Public'],['4.A.4.a.8']
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",11238,"Quote prices, credit terms, or other bid specifications.",Core,07/2014,6.0,6.0,4.1,88.27,114520.0,293930.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",11261,"Compute customer's installation or production costs and estimate savings from new services, products, or equipment.",Core,07/2014,5.0,5.0,4.0,67.89,114520.0,293930.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",11246,Prepare sales presentations or proposals to explain product specifications or applications.,Core,07/2014,5.0,5.0,3.86,86.27,114520.0,293930.0,['Thinking Creatively'],['4.A.2.b.2']
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",11252,"Complete expense reports, sales reports, or other paperwork.",Core,07/2014,3.0,3.0,3.84,94.62,114520.0,293930.0,['Documenting/Recording Information'],['4.A.3.b.6']
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",11249,"Inform customers of estimated delivery schedules, service contracts, warranties, or other information pertaining to purchased products.",Core,07/2014,5.0,5.0,3.75,90.16,114520.0,293930.0,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1']
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",11245,"Collaborate with colleagues to exchange information, such as selling strategies or marketing information.",Core,07/2014,4.0,4.0,3.7,94.61,114520.0,293930.0,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",20619,Verify accuracy of materials lists.,Supplemental,07/2014,3.0,3.0,3.62,54.81,114520.0,293930.0,['Processing Information'],['4.A.2.a.2']
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",20620,Verify customer credit ratings.,Supplemental,07/2014,3.0,3.0,3.58,54.77,114520.0,293930.0,['Processing Information'],['4.A.2.a.2']
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",19826,Present information to customers about the energy efficiency or environmental impact of scientific or technical products.,Supplemental,07/2014,3.0,3.0,2.94,47.12,114520.0,293930.0,"['Interpreting the Meaning of Information for Others', 'Selling or Influencing Others']","['4.A.4.a.1', '4.A.4.a.6']"
41-9041.00,Telemarketers,4621,"Obtain customer information such as name, address, and payment method, and enter orders into computers.",Core,08/2023,7.0,7.0,4.66,93.31,36340.0,66430.0,['Documenting/Recording Information'],['4.A.3.b.6']
41-9041.00,Telemarketers,4620,"Explain products or services and prices, and answer questions from customers.",Core,08/2023,7.0,7.0,4.66,100.0,36340.0,66430.0,"['Interpreting the Meaning of Information for Others', 'Performing for or Working Directly with the Public']","['4.A.4.a.1', '4.A.4.a.8']"
41-9041.00,Telemarketers,4622,"Record names, addresses, purchases, and reactions of prospects contacted.",Core,08/2023,7.0,7.0,4.59,87.85,36340.0,66430.0,['Documenting/Recording Information'],['4.A.3.b.6']
41-9041.00,Telemarketers,4627,"Maintain records of contacts, accounts, and orders.",Core,08/2023,7.0,7.0,4.56,87.66,36340.0,66430.0,['Documenting/Recording Information'],['4.A.3.b.6']
41-9041.00,Telemarketers,4618,"Deliver prepared sales talks, reading from scripts that describe products or services, to persuade potential customers to purchase a product or service or to make a donation.",Core,08/2023,7.0,7.0,4.42,85.23,36340.0,66430.0,['Selling or Influencing Others'],['4.A.4.a.6']
41-9041.00,Telemarketers,4626,Telephone or write letters to respond to correspondence from customers or to follow up initial sales contacts.,Core,08/2023,7.0,7.0,4.3,78.47,36340.0,66430.0,['Selling or Influencing Others'],['4.A.4.a.6']
41-9041.00,Telemarketers,4623,Adjust sales scripts to better target the needs and interests of specific individuals.,Supplemental,08/2023,7.0,7.0,4.45,65.45,36340.0,66430.0,['Thinking Creatively'],['4.A.2.b.2']
41-9041.00,Telemarketers,4624,"Obtain names and telephone numbers of potential customers from sources such as telephone directories, magazine reply cards, and lists purchased from other organizations.",Supplemental,08/2023,7.0,7.0,4.11,62.91,36340.0,66430.0,"['Identifying Objects, Actions, and Events']",['4.A.1.b.1']
41-9041.00,Telemarketers,4628,Schedule appointments for sales representatives to meet with prospective customers or for customers to attend sales presentations.,Supplemental,08/2023,5.0,5.0,3.67,50.76,36340.0,66430.0,['Scheduling Work and Activities'],['4.A.2.b.5']
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,9710,"Review records or reports pertaining to activities such as production, payroll, or shipping to verify details, monitor work activities, or evaluate performance.",Core,07/2015,3.0,3.0,4.15,74.78,71560.0,1495580.0,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,9713,"Prepare and issue work schedules, deadlines, and duty assignments for office or administrative staff.",Core,07/2015,5.0,5.0,4.06,80.38,71560.0,1495580.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,9716,"Research, compile, and prepare reports, manuals, correspondence, or other information required by management or governmental agencies.",Core,07/2015,3.0,3.0,3.98,92.43,71560.0,1495580.0,"['Processing Information', 'Documenting/Recording Information']","['4.A.2.a.2', '4.A.3.b.6']"
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,9715,"Compute figures such as balances, totals, or commissions.",Core,07/2015,5.0,5.0,3.95,81.31,71560.0,1495580.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3']
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,9714,"Maintain records pertaining to inventory, personnel, orders, supplies, or machine maintenance.",Core,07/2015,5.0,5.0,3.68,73.93,71560.0,1495580.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,9724,Develop work schedules according to budgets and workloads.,Supplemental,07/2015,3.0,3.0,4.01,63.59,71560.0,1495580.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,9725,Monitor inventory levels and requisition or purchase supplies as needed.,Supplemental,07/2015,4.0,4.0,3.14,53.78,71560.0,1495580.0,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-3011.00,Bill and Account Collectors,2474,Record information about financial status of customers and status of collection efforts.,Core,08/2018,7.0,7.0,4.65,96.07,48370.0,165020.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3011.00,Bill and Account Collectors,2473,"Locate and monitor overdue accounts, using computers and a variety of automated systems.",Core,08/2018,5.0,5.0,4.52,92.32,48370.0,165020.0,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
43-3011.00,Bill and Account Collectors,18559,Answer customer questions regarding problems with their accounts.,Core,08/2018,7.0,7.0,4.29,100.0,48370.0,165020.0,['Performing for or Working Directly with the Public'],['4.A.4.a.8']
43-3011.00,Bill and Account Collectors,2472,Receive payments and post amounts paid to customer accounts.,Core,08/2018,5.0,5.0,4.19,89.02,48370.0,165020.0,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-3011.00,Bill and Account Collectors,2484,"Notify credit departments, order merchandise repossession or service disconnection, and turn over account records to attorneys when customers fail to respond to collection attempts.",Core,08/2018,5.0,5.0,3.94,69.45,48370.0,165020.0,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
43-3011.00,Bill and Account Collectors,2479,"Sort and file correspondence and perform miscellaneous clerical duties, such as answering correspondence and writing reports.",Core,08/2018,5.0,5.0,3.87,81.39,48370.0,165020.0,"['Processing Information', 'Documenting/Recording Information', 'Performing Administrative Activities']","['4.A.2.a.2', '4.A.3.b.6', '4.A.4.c.1']"
43-3011.00,Bill and Account Collectors,2480,"Perform various administrative functions for assigned accounts, such as recording address changes and purging the records of deceased customers.",Core,08/2018,5.0,5.0,3.64,87.58,48370.0,165020.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3011.00,Bill and Account Collectors,18560,Contact insurance companies to check on status of claims payments and write appeal letters for denial on claims.,Supplemental,08/2018,5.0,5.0,3.78,64.07,48370.0,165020.0,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-3021.00,Billing and Posting Clerks,23238,Verify accuracy of billing data and revise any errors.,Core,08/2022,5.0,5.0,4.86,89.86,49490.0,417500.0,['Processing Information'],['4.A.2.a.2']
43-3021.00,Billing and Posting Clerks,23243,Resolve discrepancies in accounting records.,Core,08/2022,5.0,5.0,4.63,82.08,49490.0,417500.0,['Processing Information'],['4.A.2.a.2']
43-3021.00,Billing and Posting Clerks,23240,"Prepare itemized statements, bills, or invoices and record amounts due for items purchased or services rendered.",Core,08/2022,3.0,3.0,4.62,69.96,49490.0,417500.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3021.00,Billing and Posting Clerks,23242,"Operate typing, adding, calculating, or billing machines.",Core,08/2022,7.0,7.0,4.48,98.25,49490.0,417500.0,['Controlling Machines and Processes'],['4.A.3.a.3']
43-3021.00,Billing and Posting Clerks,23237,Post stop-payment notices to prevent payment of protested checks.,Core,08/2022,3.0,3.0,4.42,69.26,49490.0,417500.0,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
43-3021.00,Billing and Posting Clerks,23246,Keep records of invoices and support documents.,Core,08/2022,5.0,5.0,4.4,87.56,49490.0,417500.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3021.00,Billing and Posting Clerks,23241,"Perform bookkeeping work, including posting data or keeping other records concerning costs of goods or services or the shipment of goods.",Core,08/2022,7.0,7.0,4.35,76.38,49490.0,417500.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3021.00,Billing and Posting Clerks,23245,"Review documents, such as purchase orders, sales tickets, charge slips, or hospital records, to compute fees or charges due.",Supplemental,08/2022,7.0,7.0,4.46,56.22,49490.0,417500.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
43-3021.00,Billing and Posting Clerks,23256,"Track accumulated hours and dollar amounts charged to each client job to calculate client fees for professional services, such as legal or accounting services.",Supplemental,08/2022,3.0,3.0,4.33,28.81,49490.0,417500.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3021.00,Billing and Posting Clerks,23255,"Consult sources, such as rate books, manuals, or insurance company representatives, to determine specific charges or information such as rules, regulations, or government tax and tariff information.",Supplemental,08/2022,5.0,5.0,4.21,51.76,49490.0,417500.0,['Getting Information'],['4.A.1.a.1']
43-3021.00,Billing and Posting Clerks,23251,Compare previously prepared bank statements with canceled checks and reconcile discrepancies.,Supplemental,08/2022,3.0,3.0,4.15,62.84,49490.0,417500.0,['Processing Information'],['4.A.2.a.2']
43-3021.00,Billing and Posting Clerks,23253,Take orders for imprinted checks.,Supplemental,08/2022,5.0,5.0,4.11,59.09,49490.0,417500.0,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-3021.00,Billing and Posting Clerks,23258,"Compute credit terms, discounts, shipment charges, or rates for goods or services to complete billing documents.",Supplemental,08/2022,4.0,4.0,3.93,41.92,49490.0,417500.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2487,"Operate computers programmed with accounting software to record, store, and analyze information.",Core,07/2017,7.0,7.0,4.76,96.03,52020.0,1455770.0,['Working with Computers'],['4.A.3.b.1']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2486,"Check figures, postings, and documents for correct entry, mathematical accuracy, and proper codes.",Core,07/2017,5.0,5.0,4.68,95.14,52020.0,1455770.0,['Processing Information'],['4.A.2.a.2']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2495,"Operate 10-key calculators, typewriters, and copy machines to perform calculations and produce documents.",Core,07/2017,7.0,7.0,4.47,94.52,52020.0,1455770.0,['Controlling Machines and Processes'],['4.A.3.a.3']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2493,Code documents according to company procedures.,Core,07/2017,5.0,5.0,4.32,68.12,52020.0,1455770.0,['Working with Computers'],['4.A.3.b.1']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2497,"Perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal.",Core,07/2017,5.0,5.0,4.32,68.85,52020.0,1455770.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2496,Reconcile or note and report discrepancies found in records.,Core,07/2017,5.0,5.0,4.29,81.32,52020.0,1455770.0,['Processing Information'],['4.A.2.a.2']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2494,Access computerized financial information to answer general questions as well as those related to specific accounts.,Core,07/2017,5.0,5.0,4.19,72.33,52020.0,1455770.0,['Getting Information'],['4.A.1.a.1']
