Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Automation Capacity Rating,Physical Action Requirement,Involved Uncertainty,Domain Expertise Requirement,Interpersonal Communication Requirement,Human Agency Scale Rating
18993,Computer Network Support Specialists,Document network support activities.,300_a,2025/5/1,4,1,2,3,2,2
5319,Information Security Analysts,Monitor use of data files and regulate access to safeguard information in computer files.,300_a,2025/5/1,3,1,5,5,3,4
14636,Computer and Information Research Scientists,"Approve, prepare, monitor, and adjust operational budgets.",300_a,2025/5/1,2,1,4,4,3,4
18100,Health Informatics Specialists,"Develop strategies, policies or procedures for introducing, evaluating, or modifying information technology applied to nursing practice, administration, education, or research.",300_a,2025/5/1,1,1,5,5,5,5
20737,Mechanical Engineers,"Assist drafters in developing the structural design of products, using drafting tools or computer-assisted drafting equipment or software.",PurpleBear,2025/5/2,2,1,2,3,3,3
22077,Mechanical Engineering Technologists and Technicians,"Design molds, tools, dies, jigs, or fixtures for use in manufacturing processes.",PurpleBear,2025/5/2,2,3,1,2,1,4
2515,Payroll and Timekeeping Clerks,Process and issue employee paychecks and statements of earnings and deductions.,500_b,2025/5/3,4,2,2,1,2,2
2493,"Bookkeeping, Accounting, and Auditing Clerks",Code documents according to company procedures.,500_b,2025/5/3,5,1,1,2,2,1
8954,Statisticians,"Process large amounts of data for statistical modeling and graphic analysis, using computers.",PurpleBear,2025/5/3,4,1,2,3,2,2
147,Civil Engineers,"Compute load and grade requirements, water flow rates, or material stress factors to determine design specifications.",PurpleBear,2025/5/3,3,3,2,3,3,3
18156,"Energy Engineers, Except Wind and Solar",Monitor and analyze energy consumption.,PurpleBear,2025/5/3,3,3,3,3,2,3
3580,Petroleum Engineers,"Monitor production rates, and plan rework processes to improve production.",PurpleBear,2025/5/3,2,4,4,3,2,5
1418,Mechanical Engineers,Provide feedback to design engineers on customer problems or needs.,PurpleBear,2025/5/3,3,4,3,3,4,3
1475,Mechanical Engineering Technologists and Technicians,"Draft detail drawing or sketch for drafting room completion or to request parts fabrication by machine, sheet or wood shops.",PurpleBear,2025/5/3,4,1,1,2,2,2
22082,Mechanical Engineering Technologists and Technicians,"Interpret engineering sketches, specifications, or drawings.",PurpleBear,2025/5/5,3,1,2,2,2,3
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",100,2025/5/3,5,1,1,1,1,1
14695,Web Developers,Perform or direct Web site updates.,100,2025/5/3,4,1,2,3,3,2
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",100,2025/5/3,5,1,3,3,1,1
1287,Computer User Support Specialists,"Maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities.",100,2025/5/3,5,1,3,1,3,1
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,100,2025/5/3,5,1,3,2,4,3
14733,Web Administrators,"Review or update Web page content or links in a timely manner, using appropriate tools.",100,2025/5/3,4,1,1,2,1,2
16194,Video Game Designers,"Review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas.",100,2025/5/3,4,1,3,3,4,3
14644,Software Quality Assurance Analysts and Testers,Create or maintain databases of known test defects.,100,2025/5/3,5,1,1,3,2,2
1285,Computer User Support Specialists,Oversee the daily performance of computer systems.,100,2025/5/3,5,1,1,1,1,1
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",100,2025/5/3,5,1,1,2,1,1
1288,Computer User Support Specialists,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",100,2025/5/3,4,1,3,3,3,3
19003,Computer Network Support Specialists,Analyze and report computer network security breaches or attempted breaches.,100,2025/5/4,3,1,4,4,1,3
1318,Network and Computer Systems Administrators,"Maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations.",100,2025/5/4,2,1,2,4,4,4
14750,Web Administrators,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",100,2025/5/4,4,1,3,2,3,2
18989,Computer Network Support Specialists,"Analyze network data to determine network usage, disk space availability, or server function.",100,2025/5/4,5,1,1,1,1,1
14723,Web Developers,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,100,2025/5/4,3,1,2,3,5,3
16201,Video Game Designers,"Solicit, obtain, and integrate feedback from design and technical staff into original game design.",100,2025/5/4,3,1,2,2,4,3
1321,Network and Computer Systems Administrators,"Perform routine network startup and shutdown procedures, and maintain control records.",100,2025/5/4,5,1,1,1,1,1
14722,Web Developers,"Provide clear, detailed descriptions of Web site specifications, such as product features, activities, software, communication protocols, programming languages, and operating systems software and hardware.",100,2025/5/4,5,1,1,1,1,1
16199,Video Game Designers,Balance and adjust gameplay experiences to ensure the critical and commercial success of the product.,100,2025/5/4,3,1,3,3,4,3
14648,Software Quality Assurance Analysts and Testers,Document test procedures to ensure replicability and compliance with standards.,100,2025/5/5,5,1,1,1,1,1
1329,Network and Computer Systems Administrators,Analyze equipment performance records to determine the need for repair or replacement.,100,2025/5/5,4,3,1,3,1,3
14734,Web Administrators,"Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",100,2025/5/5,4,1,3,3,1,2
18991,Computer Network Support Specialists,Configure security settings or access permissions for groups or individuals.,100,2025/5/5,5,1,1,1,1,1
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,100,2025/5/5,3,1,1,3,1,3
14639,Software Quality Assurance Analysts and Testers,Test system modifications to prepare for implementation.,100,2025/5/5,4,1,2,2,2,2
14707,Web Developers,Write supporting code for Web applications or Web sites.,100,2025/5/5,5,1,1,2,1,2
14740,Web Administrators,"Implement updates, upgrades, and patches in a timely manner to limit loss of service.",100,2025/5/5,5,1,2,2,1,1
14649,Software Quality Assurance Analysts and Testers,"Develop or specify standards, methods, or procedures to determine product quality or release readiness.",100,2025/5/5,4,1,2,2,2,3
14698,Web Developers,Back up files from Web sites to local directories for instant recovery in case of problems.,100,2025/5/5,5,1,1,1,1,1
20861,"Energy Engineers, Except Wind and Solar",Prepare energy-related project reports or related documentation.,PurpleBear,2025/5/5,4,2,2,2,3,2
1485,Mechanical Engineering Technologists and Technicians,Calculate required capacities for equipment of proposed system to obtain specified performance and submit data to engineering personnel for approval.,PurpleBear,2025/5/5,3,1,2,2,2,3
1339,Aerospace Engineers,"Formulate mathematical models or other methods of computer analysis to develop, evaluate, or modify design, according to customer engineering requirements.",PurpleBear,2025/5/5,2,1,5,5,3,5
98,Training and Development Specialists,"Monitor, evaluate, or record training activities or program effectiveness.",150_b,2025/5/6,3,3,5,5,5,3
18907,Fundraisers,Create or update donor databases.,150_b,2025/5/6,4,2,3,4,4,3
15895,Logistics Analysts,Prepare reports on logistics performance measures.,150_b,2025/5/6,4,2,4,4,2,4
18911,Fundraisers,"Develop or implement fundraising activities, such as annual giving campaigns or direct mail programs.",150_b,2025/5/6,2,2,4,4,4,3
15903,Logistics Analysts,"Interpret data on logistics elements, such as availability, maintainability, reliability, supply chain management, strategic sourcing or distribution, supplier management, or transportation.",150_b,2025/5/6,2,2,3,4,2,2
20474,Training and Development Specialists,"Design, plan, organize, or direct orientation and training programs for employees or customers.",150_b,2025/5/6,4,1,1,2,2,4
18924,Fundraisers,"Write speeches, press releases, or other promotional materials to increase awareness of the causes, missions, or goals of organizations seeking funds.",150_b,2025/5/6,4,1,1,4,3,4
87,Cost Estimators,Prepare cost and expenditure statements and other necessary documentation at regular intervals for the duration of the project.,150_b,2025/5/6,4,1,2,4,2,3
18855,Human Resources Specialists,Conduct reference or background checks on job applicants.,150_b,2025/5/6,4,2,2,3,4,4
18908,Fundraisers,"Design or produce materials such as posters, Web sites, or newsletters to promote, market, or advertise fundraising events.",150_b,2025/5/6,4,1,3,4,3,4
21097,Human Resources Specialists,Administer employee benefit plans.,150_b,2025/5/6,2,2,1,1,2,4
18912,Fundraisers,Develop strategies to encourage new or increased contributions.,150_b,2025/5/6,3,2,4,4,3,3
19559,Training and Development Specialists,"Evaluate modes of training delivery, such as in-person or virtual, to optimize training effectiveness, training costs, or environmental impacts.",150_b,2025/5/6,3,2,2,3,1,3
15899,Logistics Analysts,Maintain logistics records in accordance with corporate policies.,150_b,2025/5/6,4,2,2,2,2,4
18876,Human Resources Specialists,"Review and evaluate applicant qualifications or eligibility for specified licensing, according to established guidelines and designated licensing codes.",150_b,2025/5/6,5,1,1,1,2,5
18919,Fundraisers,Monitor progress of fundraising drives.,150_b,2025/5/6,4,2,2,3,2,4
15894,Logistics Analysts,"Provide ongoing analyses in areas such as transportation costs, parts procurement, back orders, or delivery processes.",150_b,2025/5/6,4,1,4,5,3,4
102,Training and Development Specialists,Develop alternative training methods if expected improvements are not seen.,150_b,2025/5/6,2,1,4,5,3,2
15904,Logistics Analysts,"Apply analytic methods or tools to understand, predict, or control logistics operations or processes.",150_b,2025/5/6,2,1,4,4,1,2
18865,Human Resources Specialists,"Perform searches for qualified job candidates, using sources such as computer databases, networking, Internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.",150_b,2025/5/6,2,2,3,2,4,2
20475,Training and Development Specialists,"Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",150_b,2025/5/6,4,2,4,4,2,4
20476,Training and Development Specialists,Monitor training costs and prepare budget reports to justify expenditures.,150_b,2025/5/6,2,2,3,4,2,3
18859,Human Resources Specialists,Hire employees and process hiring-related paperwork.,150_b,2025/5/6,4,2,1,1,4,2
18868,Human Resources Specialists,Review employment applications and job orders to match applicants with job requirements.,150_b,2025/5/6,4,2,3,3,2,4
20009,Logistics Analysts,"Remotely monitor the flow of vehicles or inventory, using Web-based logistics information systems to track vehicles or containers.",150_b,2025/5/6,4,1,3,4,1,4
18926,Fundraisers,"Conduct research to identify the goals, net worth, charitable donation history, or other data related to potential donors, potential investors, or general donor markets.",150_b,2025/5/6,3,2,4,4,2,3
16274,Clinical Data Managers,"Track the flow of work forms, including in-house data flow or electronic forms transfer.",150,2025/5/6,3,4,5,4,3,4
20483,"Architects, Except Landscape and Naval",Develop final construction plans that include aesthetic representations of the structure or details for its construction.,150,2025/5/6,2,4,5,4,3,4
16252,Biostatisticians,Prepare tables and graphs to present clinical data or results.,150,2025/5/6,2,2,3,5,3,2
16280,Clinical Data Managers,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",150,2025/5/6,3,2,1,2,4,3
14667,Computer Systems Engineers/Architects,"Provide advice on project costs, design concepts, or design changes.",150,2025/5/6,3,2,4,5,5,4
16146,Business Intelligence Analysts,"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",150,2025/5/6,4,2,3,3,2,3
8961,Statisticians,"Design research projects that apply valid scientific techniques, and use information obtained from baselines or historical data to structure uncompromised and efficient analyses.",150,2025/5/6,3,2,3,4,2,3
16270,Clinical Data Managers,Develop technical specifications for data management programming and communicate needs to information technology staff.,150,2025/5/6,3,2,2,4,5,3
14645,Software Quality Assurance Analysts and Testers,Plan test schedules or strategies in accordance with project scope or delivery dates.,350_b,2025/5/7,3,1,2,3,5,3
14732,Web Administrators,"Determine sources of Web page or server problems, and take action to correct such problems.",350_b,2025/5/7,4,1,2,4,2,2
14717,Web Developers,Establish appropriate server directory trees.,350_b,2025/5/7,4,1,2,4,1,2
14658,Software Quality Assurance Analysts and Testers,"Identify program deviance from standards, and suggest modifications to ensure compliance.",350_b,2025/5/7,3,1,3,4,3,4
14650,Software Quality Assurance Analysts and Testers,Update automated test scripts to ensure currency.,350_b,2025/5/7,4,1,1,2,2,2
14700,Web Developers,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",350_b,2025/5/7,4,1,1,4,1,1
16202,Video Game Designers,Provide feedback to production staff regarding technical game qualities or adherence to original design.,350_b,2025/5/7,2,1,2,5,4,5
16209,Video Game Designers,"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",350_b,2025/5/7,1,1,1,5,2,5
14686,Computer Systems Engineers/Architects,"Research, test, or verify proper functioning of software patches and fixes.",350_b,2025/5/7,4,1,1,5,1,1
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",350_b,2025/5/7,2,2,3,3,4,4
16212,Video Game Designers,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff.",350_b,2025/5/7,1,1,3,4,5,5
14744,Web Administrators,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",350_b,2025/5/7,3,2,3,4,3,3
14687,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",350_b,2025/5/7,4,1,1,3,2,2
14655,Software Quality Assurance Analysts and Testers,"Conduct software compatibility tests with programs, hardware, operating systems, or network environments.",350_b,2025/5/7,5,1,1,4,2,1
14758,Web Administrators,"Correct testing-identified problems, or recommend actions for their resolution.",350_b,2025/5/7,4,1,2,4,2,2
8957,Statisticians,"Prepare data for processing by organizing information, checking for inaccuracies, and adjusting and weighting the raw data.",350_b,2025/5/7,4,1,2,5,1,2
14713,Web Developers,"Respond to user email inquiries, or set up automated systems to send responses.",350_b,2025/5/7,5,1,1,2,1,1
14749,Web Administrators,"Track, compile, and analyze Web site usage data.",350_b,2025/5/7,5,1,1,2,1,1
14647,Software Quality Assurance Analysts and Testers,"Review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks.",350_b,2025/5/7,5,1,2,4,1,1
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",350_b,2025/5/7,2,1,3,2,3,4
1339,Aerospace Engineers,"Formulate mathematical models or other methods of computer analysis to develop, evaluate, or modify design, according to customer engineering requirements.",350_b,2025/5/7,2,1,4,5,2,5
14719,Web Developers,Recommend and implement performance improvements.,350_b,2025/5/7,5,1,2,5,1,2
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,350_b,2025/5/7,3,1,3,2,5,4
14671,Computer Systems Engineers/Architects,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",350_b,2025/5/7,4,1,2,3,2,2
16203,Video Game Designers,Prepare two-dimensional concept layouts or three-dimensional mock-ups.,350_b,2025/5/7,5,1,1,5,2,2
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",350_b,2025/5/7,2,1,3,3,4,4
7370,Mathematicians,Perform computations and apply methods of numerical analysis to data.,350_b,2025/5/7,5,1,1,5,1,1
14670,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,350_b,2025/5/7,3,1,2,3,4,3
16211,Video Game Designers,Create gameplay prototypes for presentation to creative and technical staff and management.,350_b,2025/5/7,2,1,1,5,3,5
16217,Video Game Designers,"Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise.",350_b,2025/5/7,2,1,1,4,1,5
14762,Web Administrators,Set up or maintain monitoring tools on Web servers or Web sites.,350_b,2025/5/7,4,2,2,5,1,2
16198,Video Game Designers,Provide feedback to designers and other colleagues regarding game design features.,350_b,2025/5/7,3,1,1,3,3,4
14643,Software Quality Assurance Analysts and Testers,Monitor bug resolution efforts and track successes.,350_b,2025/5/7,4,1,2,3,3,2
16214,Video Game Designers,Conduct regular design reviews throughout the game development process.,350_b,2025/5/7,3,1,1,2,2,4
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",350_b,2025/5/7,5,1,1,3,2,1
14731,Web Administrators,Back up or modify applications and related data to provide for disaster recovery.,350_b,2025/5/7,4,1,2,5,1,2
14672,Computer Systems Engineers/Architects,Provide technical guidance or support for the development or troubleshooting of systems.,350_b,2025/5/7,4,1,2,4,3,3
14710,Web Developers,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",350_b,2025/5/7,5,1,1,4,2,2
130,"Architects, Except Landscape and Naval","Prepare information regarding design, structure specifications, materials, color, equipment, estimated costs, or construction time.",150,2025/5/8,3,2,2,5,4,3
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",150,2025/5/8,4,1,3,1,3,4
16262,Biostatisticians,Review clinical or other medical research protocols and recommend appropriate statistical analyses.,150,2025/5/8,4,3,5,5,3,2
16182,Search Marketing Strategists,Participate in the development or implementation of online marketing strategy.,200_a,2025/5/8,4,1,2,3,3,2
16140,Business Intelligence Analysts,Manage timely flow of business intelligence information to users.,150,2025/5/8,3,2,4,3,3,2
3975,Technical Writers,"Arrange for typing, duplication, and distribution of material.",400,2025/5/11,1,3,2,3,4,4
15735,Online Merchants,"Calculate revenue, sales, and expenses, using financial accounting or spreadsheet software.",200_a,2025/5/8,5,1,1,2,1,2
20326,Search Marketing Strategists,Identify appropriate Key Performance Indicators (KPIs) and report key metrics from digital campaigns.,200_a,2025/5/8,4,1,1,2,2,3
21514,Accountants and Auditors,"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.",200_a,2025/5/8,3,1,1,1,3,2
16186,Search Marketing Strategists,"Conduct market research analysis to identify search query trends, real-time search and news media activity, popular social media topics, electronic commerce trends, market opportunities, or competitor performance.",200_a,2025/5/8,4,1,1,1,1,2
15728,Online Merchants,"Correspond with online customers via electronic mail, telephone, or other electronic messaging to address questions or complaints about products, policies, or shipping methods.",200_a,2025/5/8,3,1,2,2,5,2
15980,Sustainability Specialists,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling.",200_a,2025/5/8,4,1,1,1,1,2
20321,Search Marketing Strategists,Create content strategies for digital media.,200_a,2025/5/8,3,1,1,1,1,2
21519,Accountants and Auditors,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",200_a,2025/5/8,4,1,1,4,2,2
21549,Appraisers and Assessors of Real Estate,"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",200_a,2025/5/8,2,4,2,2,1,4
15704,Online Merchants,Order or purchase merchandise to maintain optimal inventory levels.,200_a,2025/5/8,3,1,2,2,3,3
15976,Sustainability Specialists,Develop reports or presentations to communicate the effectiveness of sustainability initiatives.,200_a,2025/5/8,3,1,1,1,2,2
15734,Online Merchants,"Compose descriptions of merchandise for posting to online storefront, auction sites, or other shopping Web sites.",200_a,2025/5/8,4,1,1,2,1,2
15730,Online Merchants,"Calculate purchase subtotals, taxes, and shipping costs for submission to customers.",200_a,2025/5/8,5,1,1,1,1,1
16283,Clinical Data Managers,Analyze clinical data using appropriate statistical tools.,150,2025/5/8,3,3,5,4,4,3
20327,Search Marketing Strategists,"Improve search-related activities through ongoing analysis, experimentation, or optimization tests, using A/B or multivariate methods.",200_a,2025/5/8,4,1,1,3,1,2
15711,Online Merchants,Create or maintain database of customer accounts.,200_a,2025/5/8,4,1,2,3,1,1
16190,Search Marketing Strategists,Optimize Web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,200_a,2025/5/8,4,1,1,2,1,2
20328,Search Marketing Strategists,Manage tracking and reporting of search-related activities and provide analyses to marketing executives.,200_a,2025/5/8,4,1,1,2,1,2
15709,Online Merchants,Deliver e-mail confirmation of completed transactions and shipment.,200_a,2025/5/8,5,1,1,1,1,1
20330,Search Marketing Strategists,Optimize shopping cart experience or Web site conversion rates against Key Performance Indicators (KPIs).,200_a,2025/5/8,4,1,1,2,1,2
15710,Online Merchants,"Create, manage, or automate orders or invoices, using order management or invoicing software.",200_a,2025/5/8,5,1,1,1,1,1
15732,Online Merchants,"Prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria.",200_a,2025/5/8,3,1,1,2,1,3
15973,Sustainability Specialists,Provide technical or administrative support for sustainability programs or issues.,200_a,2025/5/8,2,1,2,4,3,5
16179,Search Marketing Strategists,Propose online or multiple-sales-channel campaigns to marketing executives.,200_a,2025/5/8,3,1,1,3,1,3
21520,Accountants and Auditors,Report to management regarding the finances of establishment.,200_a,2025/5/8,3,1,1,3,1,2
15707,Online Merchants,Determine and set product prices.,200_a,2025/5/8,4,1,1,3,1,2
15731,Online Merchants,"Receive and process payments from customers, using electronic transaction services.",200_a,2025/5/8,5,1,1,2,1,1
16150,Business Intelligence Analysts,"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders.",150,2025/5/8,3,3,2,4,3,3
21515,Accountants and Auditors,Prepare adjusting journal entries.,200_a,2025/5/8,4,1,1,2,2,2
20319,Search Marketing Strategists,Combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,200_a,2025/5/8,4,1,1,2,1,2
20318,Search Marketing Strategists,Assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,200_a,2025/5/8,4,1,1,2,1,2
20329,Search Marketing Strategists,"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices.",200_a,2025/5/8,3,1,1,2,1,3
21522,Accountants and Auditors,"Evaluate taxpayer finances to determine tax liability, using knowledge of interest and discount rates, annuities, valuation of stocks and bonds, and amortization valuation of depletable assets.",200_a,2025/5/8,3,1,1,5,1,4
15968,Sustainability Specialists,Review and revise sustainability proposals or policies.,200_a,2025/5/8,2,1,2,4,4,4
15721,Online Merchants,"Investigate products or markets to determine areas for opportunity or viability for merchandising specific products, using online or offline sources.",200_a,2025/5/8,2,3,1,2,1,4
16192,Search Marketing Strategists,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",200_a,2025/5/8,5,1,1,2,1,1
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,150,2025/5/8,2,3,5,4,5,4
93,Training and Development Specialists,"Keep up with developments in area of expertise by reading current journals, books, or magazine articles.",200_a,2025/5/8,3,1,1,3,1,3
15978,Sustainability Specialists,Collect information about waste stream management or green building practices to inform decision makers.,200_a,2025/5/8,2,1,1,3,3,4
16191,Search Marketing Strategists,"Conduct online marketing initiatives, such as paid ad placement, affiliate programs, sponsorship programs, email promotions, or viral marketing campaigns on social media Web sites.",200_a,2025/5/8,3,1,1,2,1,3
16249,Biostatisticians,Write program code to analyze data with statistical analysis software.,150,2025/5/8,4,1,2,5,1,4
8956,Statisticians,Analyze and interpret statistical data to identify significant differences in relationships among sources of information.,150,2025/5/8,5,2,1,4,2,5
16143,Business Intelligence Analysts,"Disseminate information regarding tools, reports, or metadata enhancements.",150,2025/5/8,2,4,2,4,5,5
8954,Statisticians,"Process large amounts of data for statistical modeling and graphic analysis, using computers.",150,2025/5/8,4,1,2,5,1,3
20486,"Architects, Except Landscape and Naval",Plan layouts of structural architectural projects.,150,2025/5/8,3,4,2,5,2,2
16277,Clinical Data Managers,"Prepare data analysis listings and activity, performance, or progress reports.",150,2025/5/8,4,2,1,3,1,5
14673,Computer Systems Engineers/Architects,"Identify system data, hardware, or software components required to meet user needs.",150,2025/5/8,3,3,3,4,3,3
136,"Architects, Except Landscape and Naval",Integrate engineering elements into unified architectural designs.,150,2025/5/8,2,3,4,5,2,3
8955,Statisticians,"Identify relationships and trends in data, as well as any factors that could affect the results of research.",150,2025/5/8,4,1,2,3,3,2
14675,Computer Systems Engineers/Architects,Monitor system operation to detect potential problems.,150,2025/5/8,3,1,4,5,1,3
14683,Computer Systems Engineers/Architects,Design and conduct hardware or software tests.,150,2025/5/8,2,2,2,5,2,4
16136,Business Intelligence Analysts,"Identify or monitor current and potential customers, using business intelligence tools.",150,2025/5/8,4,1,2,3,1,2
16284,Clinical Data Managers,"Process clinical data, including receipt, entry, verification, or filing of information.",150,2025/5/9,3,1,1,3,1,4
134,"Architects, Except Landscape and Naval",Prepare contract documents for building contractors.,150,2025/5/9,4,1,2,2,4,2
16135,Business Intelligence Analysts,"Maintain library of model documents, templates, or other reusable knowledge assets.",150,2025/5/9,5,1,1,3,1,2
20479,"Architects, Except Landscape and Naval","Prepare scale drawings or architectural designs, using computer-aided design or other tools.",150,2025/5/9,4,2,2,4,2,2
16279,Clinical Data Managers,Monitor work productivity or quality to ensure compliance with standard operating procedures.,150,2025/5/9,4,2,2,2,2,2
11371,"Production, Planning, and Expediting Clerks","Compile information, such as production rates and progress, materials inventories, materials used, or customer information, so that status reports can be completed.",600_b,2025/5/9,4,1,1,2,3,2
20282,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Set up and manage paper or electronic filing systems, recording information, updating paperwork, or maintaining documents, such as attendance records, correspondence, or other material.",600_b,2025/5/9,4,1,1,1,4,1
2806,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Provide services to customers, such as order placement or account information.",600_b,2025/5/9,3,1,1,1,2,1
11374,"Production, Planning, and Expediting Clerks","Maintain files, such as maintenance records, bills of lading, or cost reports.",600_b,2025/5/9,4,2,2,2,1,1
11367,"Production, Planning, and Expediting Clerks","Record production data, including volume produced, consumption of raw materials, or quality control measures.",600_b,2025/5/9,4,1,1,3,2,1
11363,"Production, Planning, and Expediting Clerks","Review documents, such as production schedules, work orders, or staffing tables, to determine personnel or materials requirements or material priorities.",600_b,2025/5/9,2,3,3,1,4,4
783,Medical Secretaries and Administrative Assistants,"Transmit correspondence or medical records by mail, e-mail, or fax.",600_b,2025/5/9,2,1,1,4,3,4
2794,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Open, read, route, and distribute incoming mail or other materials and answer routine letters.",600_b,2025/5/9,5,1,1,2,1,1
2801,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Schedule and confirm appointments for clients, customers, or supervisors.",600_b,2025/5/9,4,1,1,1,3,1
18780,Legal Secretaries and Administrative Assistants,Prepare and distribute invoices to bill clients or pay account expenses.,600_b,2025/5/9,5,1,1,1,1,1
2805,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Conduct searches to find needed information, using such sources as the Internet.",600_b,2025/5/9,2,1,4,4,1,3
782,Medical Secretaries and Administrative Assistants,"Operate office equipment, such as voice mail messaging systems, and use word processing, spreadsheet, or other software applications to prepare reports, invoices, financial statements, letters, case histories, or medical records.",600_b,2025/5/9,2,3,1,3,1,4
2800,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Maintain scheduling and event calendars.,600_b,2025/5/9,4,1,1,1,4,1
11370,"Production, Planning, and Expediting Clerks",Distribute production schedules or work orders to departments.,600_b,2025/5/9,2,1,2,1,3,4
775,Medical Secretaries and Administrative Assistants,"Schedule and confirm patient diagnostic appointments, surgeries, or medical consultations.",600_b,2025/5/9,2,1,1,4,4,3
11373,"Production, Planning, and Expediting Clerks",Contact suppliers to verify shipment details.,600_b,2025/5/9,4,1,1,1,4,3
2795,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Complete forms in accordance with company procedures.,600_b,2025/5/9,2,1,3,2,5,4
774,Legal Secretaries and Administrative Assistants,"Complete various forms, such as accident reports, trial and courtroom requests, and applications for clients.",600_b,2025/5/9,2,2,2,1,3,3
21079,Legal Secretaries and Administrative Assistants,Make travel arrangements for attorneys.,600_b,2025/5/9,4,1,2,1,1,1
20280,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Use computers for various applications, such as database management or word processing.",600_b,2025/5/9,2,2,1,2,3,2
2809,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Establish work procedures or schedules and keep track of the daily work of clerical staff.,600_b,2025/5/9,1,1,4,5,4,5
778,Medical Secretaries and Administrative Assistants,"Receive and route messages or documents, such as laboratory results, to appropriate staff.",600_b,2025/5/9,4,1,4,4,1,1
11368,"Production, Planning, and Expediting Clerks",Requisition and maintain inventories of materials or supplies necessary to meet production demands.,600_b,2025/5/9,2,1,1,4,4,3
